aggregation_level,condition,prompt_id,model_id,family,n_contributors,outcome,estimate
prompt,Extreme weather predictions,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,funding_perceptions,1.1
prompt,Extreme weather predictions,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,inst_trust_mean,1.5
prompt,Extreme weather predictions,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,newsletter_signup,0.01
prompt,Extreme weather predictions,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_general,1
prompt,Extreme weather predictions,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_role_mean,1.8
prompt,Extreme weather predictions,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_specific_mean,0.8
prompt,Extreme weather predictions,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_multidimensional,2
prompt,Extreme weather predictions,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_post,2.2
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,behavior_mean,1.8
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,belief_post,1.5
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,concern_mean,1.8
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,distrust_post,-2
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,donation_ams,0.25
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,funding_perceptions,1.5
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,inst_trust_mean,2
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,newsletter_signup,0.01
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_general,1.5
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_role_mean,2.2
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_specific_mean,1.3
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_multidimensional,2.5
prompt,Extreme weather predictions,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_post,2.8
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,behavior_mean,1.2
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,belief_post,1.8
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,concern_mean,1.5
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,distrust_post,-1.5
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,donation_ams,0.15
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,funding_perceptions,1.3
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,inst_trust_mean,0.9
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,newsletter_signup,0.01
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_general,1.4
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_role_mean,1
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_specific_mean,1
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_multidimensional,1.6
prompt,Former skeptics,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_post,1.7
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,behavior_mean,1.2
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,belief_post,2
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,concern_mean,1.5
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,distrust_post,-2
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,donation_ams,0.15
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,funding_perceptions,1.3
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,inst_trust_mean,1
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,newsletter_signup,0.01
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_general,1.5
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_role_mean,1.2
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_specific_mean,1
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_multidimensional,2.2
prompt,Former skeptics,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_post,2.5
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,behavior_mean,0.8
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,belief_post,1.2
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,concern_mean,0.9
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,distrust_post,-2.1
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,donation_ams,0.15
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,funding_perceptions,2.5
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,inst_trust_mean,0.7
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,newsletter_signup,0.01
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_general,0.9
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_role_mean,0.6
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_specific_mean,0.7
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_multidimensional,1.8
prompt,Funding,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_post,1.5
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,behavior_mean,1.2
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,belief_post,1.5
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,concern_mean,1.3
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,distrust_post,-2.8
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,donation_ams,0.15
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,funding_perceptions,3.5
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,inst_trust_mean,1
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,newsletter_signup,0.01
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_general,1.2
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_role_mean,1
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_specific_mean,1
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_multidimensional,2.2
prompt,Funding,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_post,2
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,behavior_mean,0.8
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,belief_post,1.2
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,concern_mean,0.9
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,distrust_post,-1.8
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,donation_ams,0.12
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,funding_perceptions,0.7
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,inst_trust_mean,1
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,newsletter_signup,0.01
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_general,0.9
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_role_mean,1.1
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_specific_mean,0.6
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_multidimensional,2
prompt,High public trust,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_post,2.3
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,behavior_mean,1.2
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,belief_post,1.5
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,concern_mean,1.3
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,distrust_post,-2.8
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,donation_ams,0.15
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,funding_perceptions,1
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,inst_trust_mean,1.5
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,newsletter_signup,0.01
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_general,1.2
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_role_mean,1.8
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_specific_mean,0.9
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_multidimensional,3
prompt,High public trust,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_post,3.5
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,behavior_mean,0.4
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,belief_post,0.5
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,concern_mean,0.4
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,distrust_post,-0.7
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,donation_ams,0.05
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,funding_perceptions,0.3
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,inst_trust_mean,0.3
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,newsletter_signup,0.005
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_general,0.3
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_role_mean,0.5
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_specific_mean,0.25
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_multidimensional,0.8
prompt,Interview Prof. Maraun,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_post,0.7
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,behavior_mean,1.2
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,belief_post,1.5
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,concern_mean,1.3
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,distrust_post,-2
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,donation_ams,0.15
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,funding_perceptions,1
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,inst_trust_mean,1
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,newsletter_signup,0.01
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_general,1
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_role_mean,1.8
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_specific_mean,0.8
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_multidimensional,2.5
prompt,Interview Prof. Maraun,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_post,2.2
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,behavior_mean,1.2
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,belief_post,1.5
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,concern_mean,1.4
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,distrust_post,-1.3
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,donation_ams,0.15
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,funding_perceptions,1.1
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,inst_trust_mean,0.8
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,newsletter_signup,0.02
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_general,1.3
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_role_mean,1
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_specific_mean,0.9
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_multidimensional,1.4
prompt,Interview Prof. Sebille,tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_post,1.5
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,behavior_mean,2.1
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,belief_post,2.5
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,concern_mean,2.3
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,distrust_post,-2
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,donation_ams,0.15
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,funding_perceptions,1.5
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,inst_trust_mean,1.2
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,newsletter_signup,0.02
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_general,2
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_role_mean,2.5
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_specific_mean,1.5
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_multidimensional,2.8
prompt,Interview Prof. Sebille,tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_post,2.5
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,behavior_mean,0.8
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,belief_post,1.2
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,concern_mean,0.9
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,distrust_post,-1.3
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,donation_ams,0.12
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,funding_perceptions,0.9
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,inst_trust_mean,0.7
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,newsletter_signup,0.01
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_general,0.7
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_role_mean,1
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_specific_mean,0.5
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_multidimensional,1.5
prompt,Measurement & modeling (1),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_post,1.4
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,behavior_mean,1.2
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,belief_post,1.8
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,concern_mean,1.3
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,distrust_post,-2.5
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,donation_ams,0.15
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,funding_perceptions,1.5
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,inst_trust_mean,1.5
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,newsletter_signup,0.01
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_general,1
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_role_mean,2
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,policy_specific_mean,0.8
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_multidimensional,3
prompt,Measurement & modeling (1),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,trust_post,3.2
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,behavior_mean,0.4
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,belief_post,0.6
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,concern_mean,0.4
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,distrust_post,-0.5
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,donation_ams,0.05
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,funding_perceptions,0.3
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,inst_trust_mean,0.3
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,newsletter_signup,0.003
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_general,0.3
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_role_mean,0.5
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,policy_specific_mean,0.3
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_multidimensional,0.7
prompt,Measurement & modeling (2),tier3_direct_forecast_v1,claude-opus-4-6,Anthropic,1,trust_post,0.6
prompt,Measurement & modeling (2),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,behavior_mean,0.8
prompt,Measurement & modeling (2),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,belief_post,1.2
prompt,Measurement & modeling (2),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,concern_mean,0.7
prompt,Measurement & modeling (2),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,distrust_post,-1.5
prompt,Measurement & modeling (2),tier3_direct_forecast_v2,claude-opus-4-6,Anthropic,1,donation_ams,0.1
